,windows_run_0,window_mean
1248,399.0,399.0
1249,399.0,399.0
1250,399.0,399.0
1251,399.0,399.0
1252,399.0,399.0
1253,399.0,399.0
1254,399.0,399.0
1255,399.0,399.0
1256,399.0,399.0
1257,399.0,399.0
1258,399.0,399.0
1259,399.0,399.0
1260,399.0,399.0
1261,399.0,399.0
1262,399.0,399.0
1263,399.0,399.0
1264,399.0,399.0
1265,399.0,399.0
1266,399.0,399.0
1267,399.0,399.0
1268,399.0,399.0
1269,399.0,399.0
1270,399.0,399.0
1271,399.0,399.0
1272,399.0,399.0
1273,399.0,399.0
1274,399.0,399.0
1275,399.0,399.0
1276,399.0,399.0
1277,399.0,399.0
1278,399.0,399.0
1279,399.0,399.0
1280,399.0,399.0
1281,399.0,399.0
1282,399.0,399.0
1283,399.0,399.0
1284,399.0,399.0
1285,399.0,399.0
1286,399.0,399.0
1287,399.0,399.0
1288,399.0,399.0
1289,399.0,399.0
1290,399.0,399.0
1291,399.0,399.0
1292,399.0,399.0
1293,399.0,399.0
1294,399.0,399.0
1295,399.0,399.0
1296,399.0,399.0
1297,399.0,399.0
1298,399.0,399.0
1299,399.0,399.0
1300,399.0,399.0
1301,399.0,399.0
1302,399.0,399.0
1303,399.0,399.0
1304,399.0,399.0
1305,399.0,399.0
1306,399.0,399.0
1307,399.0,399.0
1308,399.0,399.0
1309,399.0,399.0
1310,399.0,399.0
1311,399.0,399.0
1312,399.0,399.0
1313,399.0,399.0
1314,399.0,399.0
1315,399.0,399.0
1316,399.0,399.0
1317,399.0,399.0
1318,399.0,399.0
1319,399.0,399.0
1320,399.0,399.0
1321,399.0,399.0
1322,399.0,399.0
1323,399.0,399.0
1324,399.0,399.0
1325,399.0,399.0
1326,399.0,399.0
1327,399.0,399.0
1328,399.0,399.0
1329,282.0,282.0
1330,565.0,565.0
1331,565.0,565.0
1332,565.0,565.0
1333,565.0,565.0
1334,199.0,199.0
1335,565.0,565.0
1336,199.0,199.0
1337,199.0,199.0
1338,565.0,565.0
1339,199.0,199.0
1340,199.0,199.0
1341,199.0,199.0
1342,565.0,565.0
1343,565.0,565.0
1344,199.0,199.0
1345,199.0,199.0
1346,199.0,199.0
1347,199.0,199.0
1348,199.0,199.0
1349,199.0,199.0
1350,565.0,565.0
1351,199.0,199.0
1352,565.0,565.0
1353,565.0,565.0
1354,565.0,565.0
1355,565.0,565.0
1356,199.0,199.0
1357,199.0,199.0
1358,565.0,565.0
1359,199.0,199.0
1360,565.0,565.0
1361,199.0,199.0
1362,565.0,565.0
1363,565.0,565.0
1364,565.0,565.0
1365,565.0,565.0
1366,565.0,565.0
1367,199.0,199.0
1368,565.0,565.0
1369,565.0,565.0
1370,565.0,565.0
1371,565.0,565.0
1372,565.0,565.0
1373,565.0,565.0
1374,199.0,199.0
1375,199.0,199.0
1376,565.0,565.0
1377,199.0,199.0
1378,199.0,199.0
1379,565.0,565.0
1380,565.0,565.0
1381,565.0,565.0
1382,565.0,565.0
1383,565.0,565.0
1384,565.0,565.0
1385,565.0,565.0
1386,565.0,565.0
1387,565.0,565.0
1388,565.0,565.0
1389,282.0,282.0
1390,565.0,565.0
1391,565.0,565.0
1392,282.0,282.0
1393,565.0,565.0
1394,199.0,199.0
1395,282.0,282.0
1396,282.0,282.0
1397,282.0,282.0
1398,282.0,282.0
1399,282.0,282.0
1400,282.0,282.0
1401,282.0,282.0
1402,282.0,282.0
1403,282.0,282.0
1404,282.0,282.0
1405,282.0,282.0
1406,282.0,282.0
1407,282.0,282.0
1408,282.0,282.0
1409,282.0,282.0
1410,282.0,282.0
1411,282.0,282.0
1412,282.0,282.0
1413,282.0,282.0
1414,282.0,282.0
1415,282.0,282.0
1416,282.0,282.0
1417,282.0,282.0
1418,282.0,282.0
1419,282.0,282.0
1420,282.0,282.0
1421,282.0,282.0
1422,282.0,282.0
1423,282.0,282.0
1424,282.0,282.0
1425,282.0,282.0
1426,282.0,282.0
1427,282.0,282.0
1428,282.0,282.0
1429,282.0,282.0
1430,282.0,282.0
1431,282.0,282.0
1432,282.0,282.0
1433,282.0,282.0
1434,282.0,282.0
1435,282.0,282.0
1436,565.0,565.0
1437,282.0,282.0
1438,282.0,282.0
1439,282.0,282.0
1440,282.0,282.0
1441,282.0,282.0
1442,282.0,282.0
1443,282.0,282.0
1444,282.0,282.0
1445,565.0,565.0
1446,282.0,282.0
1447,282.0,282.0
1448,282.0,282.0
1449,282.0,282.0
1450,282.0,282.0
1451,282.0,282.0
1452,282.0,282.0
1453,282.0,282.0
1454,282.0,282.0
1455,282.0,282.0
1456,282.0,282.0
1457,282.0,282.0
1458,282.0,282.0
1459,282.0,282.0
1460,282.0,282.0
1461,282.0,282.0
1462,282.0,282.0
1463,282.0,282.0
