Date,N,windows,scaled_windows,MSE,RMSE
888,2.4151259589773715,399,0.44881889763779526,0,0
889,0.4733799184659026,70,0.07865168539325842,0,0
890,3.1356336882212186,399,0.4478114478114478,0,0
891,1.217635884217258,399,0.44730941704035876,0,0
892,2.2280406566228264,49,0.054871220604703244,0,0
893,1.036189812892488,49,0.05480984340044743,0,0
894,2.3457756216723142,70,0.0782122905027933,0,0
895,3.3277865127187107,49,0.0546875,0,0
896,2.8968819826943997,49,0.054626532887402456,0,0
897,2.9534176281254534,49,0.05456570155902005,0,0
898,2.856317830597803,49,0.054505005561735265,0,0
899,3.14882237404721,49,0.05444444444444444,0,0
900,2.439671869579469,49,0.05438401775804662,0,0
901,3.620397798527679,49,0.05432372505543237,0,0
902,3.3656022841956803,49,0.05426356589147287,0,0
903,5.780786896777046,35,0.03871681415929203,0,0
904,4.651438270429701,49,0.05414364640883978,0,0
905,5.599546901670819,49,0.05408388520971302,0,0
906,3.686197639838755,49,0.05402425578831312,0,0
907,3.920747199464451,49,0.053964757709251104,0,0
908,4.413213100177231,49,0.0539053905390539,0,0
909,4.844832246673438,49,0.05384615384615385,0,0
910,5.560910508747179,35,0.038419319429198684,0,0
911,4.788653516522633,35,0.03837719298245614,0,0
912,5.136165158643467,35,0.038335158817086525,0,0
913,4.354278752313763,35,0.038293216630196934,0,0
914,5.556503543789015,35,0.03825136612021858,0,0
915,1.978769181344454,35,0.03820960698689956,0,0
916,3.334661470307994,49,0.05343511450381679,0,0
917,-0.5997333119760895,35,0.03812636165577342,0,0
918,2.5803817920274223,35,0.03808487486398259,0,0
919,-0.5972309689004545,35,0.03804347826086957,0,0
920,3.5135540012208466,35,0.038002171552660155,0,0
921,-0.4266162957099326,35,0.03796095444685466,0,0
922,3.687982175260331,70,0.07583965330444203,0,0
923,-0.426458459324839,35,0.03787878787878788,0,0
924,2.8242538182583288,35,0.03783783783783784,0,0
925,-1.4110450913459494,70,0.0755939524838013,0,0
926,2.7799584949157787,35,0.037756202804746494,0,0
927,-1.243245007995656,35,0.03771551724137931,0,0
928,1.420273682465601,70,0.07534983853606028,0,0
929,-1.6338424209747366,49,0.05268817204301075,0,0
930,0.1819112916649441,49,0.05263157894736842,0,0
931,-2.303557892941704,35,0.03755364806866953,0,0
932,1.3694892502970482,70,0.07502679528403002,0,0
933,-1.6808500252254597,49,0.05246252676659529,0,0
934,1.7204638970632726,70,0.0748663101604278,0,0
935,-2.429581059182743,399,0.42628205128205127,0,0
936,0.9345924696058372,49,0.052294557097118465,0,0
937,-0.9374428489211108,35,0.03731343283582089,0,0
938,0.126036480616398,399,0.4249201277955272,0,0
939,-1.4551353398032,35,0.03723404255319149,0,0
940,0.7577529416519194,399,0.42401700318809776,0,0
941,-0.1228086083311563,35,0.037154989384288746,0,0
942,1.901898427024568,399,0.42311770943796395,0,0
943,0.1390579770117146,565,0.5985169491525424,0,0
944,1.0948202568407863,35,0.037037037037037035,0,0
945,0.5174355277775632,35,0.03699788583509514,0,0
946,1.505742266047582,35,0.03695881731784583,0,0
947,0.2760673807873481,35,0.03691983122362869,0,0
948,1.132606602825903,35,0.0368809272918862,0,0
949,1.0399028933011285,35,0.03684210526315789,0,0
950,3.000314606452986,35,0.03680336487907466,0,0
951,-0.6957241701377488,35,0.03676470588235294,0,0
952,2.746809389110341,35,0.03672612801678909,0,0
953,-2.145925193084314,35,0.03668763102725367,0,0
954,2.5182571351393284,35,0.03664921465968586,0,0
955,-2.184918413122108,35,0.036610878661087864,0,0
956,4.2638041209837425,35,0.03657262277951933,0,0
957,-1.3546580517541598,35,0.03653444676409186,0,0
958,2.741129953108266,35,0.0364963503649635,0,0
959,0.4140807125934302,35,0.036458333333333336,0,0
960,0.9167506454150978,49,0.05098855359001041,0,0
961,1.106937152138454,49,0.05093555093555094,0,0
962,2.6591832485461455,49,0.05088265835929388,0,0
963,1.439419238678186,49,0.0508298755186722,0,0
964,3.1500584332197676,49,0.05077720207253886,0,0
965,1.9062907470814237,49,0.050724637681159424,0,0
966,2.7565240575712284,49,0.050672182006204755,0,0
967,2.0869123255669817,49,0.0506198347107438,0,0
968,1.047279533517355,565,0.5830753353973168,0,0
969,2.5167600042456058,35,0.03608247422680412,0,0
970,0.3295194015614722,565,0.5818743563336766,0,0
971,3.1593520963373476,35,0.0360082304526749,0,0
972,0.0649509255418166,35,0.03597122302158273,0,0
973,2.776318018240622,35,0.03593429158110883,0,0
974,-0.0627346077684513,70,0.07179487179487179,0,0
975,1.7206612083078738,70,0.07172131147540983,0,0
976,0.5528979581845122,565,0.5783009211873081,0,0
977,1.328133490164325,70,0.07157464212678936,0,0
978,-0.4833134511699314,565,0.5771195097037793,0,0
979,0.7674562250995147,565,0.576530612244898,0,0
980,-0.5650036381932582,399,0.40672782874617736,0,0
981,1.1074414951745173,70,0.07128309572301425,0,0
982,-0.2608269669918378,70,0.07121057985757884,0,0
983,0.5459419084204229,70,0.07113821138211382,0,0
984,0.0833301276609665,70,0.07106598984771574,0,0
985,2.7509034508587265,70,0.07099391480730223,0,0
